66	56	49	40
64	54	54	40
64	54	54	40
62	52	52	40
62	52	52	40
61	51	52	40
61	51	52	40
61	49	51	40
61	49	51	40
62	51	51	40
62	51	51	40
68	54	49	40
68	54	49	40
66	52	54	40
66	52	54	40
66	51	49	43
66	51	49	43
66	49	52	43
66	49	52	43
66	48	52	43
66	48	52	43
64	49	54	43
64	49	54	43
64	49	47	44
64	49	47	44
73	51	50	44
73	51	50	44
69	51	50	44
69	51	50	44
68	52	50	44
68	52	50	44
68	52	50	40
68	52	50	40
66	52	52	40
66	52	52	40
65	54	52	40
65	54	52	40
66	56	54	40
66	56	54	40
71	56	52	40
71	56	52	40
71	58	54	40
71	58	54	40
71	58	54	42
71	58	54	42
71	59	54	42
71	59	54	42
69	59	54	42
69	59	54	42
68	60	52	42
68	60	52	42
69	60	52	42
69	60	52	42
69	60	54	40
69	60	54	40
68	60	54	40
68	60	54	40
66	61	54	40
66	61	54	40
68	61	54	40
68	61	54	40
66	61	54	40
66	61	54	40
66	57	54	40
66	57	54	40
66	56	50	40
66	56	50	40
66	54	55	40
66	54	55	40
66	52	47	47
66	52	47	47
66	51	45	47
66	51	45	47
66	49	47	47
66	49	47	47
66	47	52	47
66	47	52	47
64	45	50	47
64	45	50	47
64	59	49	47
64	59	49	47
73	57	47	47
73	57	47	47
71	56	50	47
71	56	50	47
71	54	49	45
71	54	49	45
69	52	54	47
69	52	54	47
69	51	54	49
69	51	54	49
69	49	54	49
69	49	54	49
69	48	54	39
69	48	54	39
68	48	45	39
68	48	45	39
66	49	45	39
66	49	45	39
65	49	45	39
65	49	45	39
65	49	45	39
65	49	45	39
66	49	0	39
66	49	0	39
61	48	0	39
61	48	0	39
69	48	0	39
69	48	0	39
69	49	0	0
69	49	0	0
68	49	0	0
68	49	0	0
66	51	0	0
66	51	0	0
68	51	0	0
68	51	0	0
66	52	0	0
66	52	0	0
66	52	0	0
66	52	0	0
66	53	0	0
66	53	0	0
66	53	0	0
66	53	0	0
68	54	0	45
68	54	0	45
68	54	0	45
68	54	0	45
73	61	0	42
73	61	0	42
71	61	0	42
71	61	0	42
71	61	0	47
71	61	0	47
69	61	0	47
69	61	0	47
68	59	0	40
68	59	0	40
66	59	0	40
66	59	0	40
69	59	0	47
69	59	0	47
71	59	0	47
71	59	0	47
61	57	0	42
61	57	0	42
61	56	0	42
61	56	0	42
71	54	0	37
71	54	0	37
71	54	0	37
71	54	0	37
71	59	0	38
71	59	0	38
71	59	0	38
71	59	0	38
69	59	0	40
69	59	0	40
69	57	0	40
69	57	0	40
71	59	0	38
71	59	0	38
71	61	0	38
71	61	0	38
71	62	0	38
71	62	0	38
71	61	0	38
71	59	0	38
71	61	0	0
71	61	0	0
71	62	0	38
71	62	0	38
71	53	0	42
71	53	0	42
71	53	0	42
71	53	0	42
69	54	0	45
69	54	0	45
69	54	0	45
69	54	0	45
68	54	0	45
68	54	0	45
66	53	0	45
66	53	0	45
71	57	0	44
71	57	0	44
71	56	0	44
71	56	0	44
73	54	0	47
73	54	0	47
73	54	0	47
73	54	0	47
71	54	0	47
71	54	0	47
73	54	0	47
73	54	0	47
73	54	0	47
73	54	0	47
71	61	0	47
71	61	0	47
71	59	0	47
71	59	0	47
68	57	0	47
68	57	0	47
68	56	0	45
68	56	0	45
64	56	0	40
64	56	0	40
64	61	0	42
64	61	0	42
64	61	0	40
64	61	0	40
64	59	0	38
64	59	0	38
66	59	0	38
66	59	0	38
66	62	0	37
66	62	0	37
66	62	0	37
66	62	0	37
66	61	0	35
66	61	0	35
0	61	0	35
0	61	0	35
64	61	0	40
64	61	0	40
66	61	0	40
66	61	0	40
66	61	0	40
66	61	0	40
69	61	0	40
69	61	0	40
69	60	0	42
69	60	0	42
69	60	0	42
69	60	0	42
69	61	0	44
69	61	0	44
69	61	0	44
69	61	0	44
69	61	0	37
69	61	0	37
69	61	0	37
69	61	0	37
69	0	0	37
69	0	0	37
68	0	0	37
